,prompt,solution
24,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // There are eight planets in our solar system: the closerst to the Sun 
    // is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    // Uranus, Neptune.
    // Write a function that takes two planet names as strings planet1 and planet2. 
    // The function should return a pair containing all planets whose orbits are 
    // located between the orbit of planet1 and the orbit of planet2, sorted by 
    // the proximity to the sun. 
    // The function should return an empty pair if planet1 or planet2
    // are not correct planet names. 
    // Examples
    // >>> bf((""Jupiter""), (""Neptune""))
    // (new ArrayList<String>(Arrays.asList((String)""Saturn"", (String)""Uranus"")))
    // >>> bf((""Earth""), (""Mercury""))
    // (ArrayList<String>(""Venus""))
    // >>> bf((""Mercury""), (""Uranus""))
    // (new ArrayList<String>(Arrays.asList((String)""Venus"", (String)""Earth"", (String)""Mars"", (String)""Jupiter"", (String)""Saturn"")))
    public static ArrayList<String> bf(String planet1, String planet2) {
        ArrayList<String> planets = new ArrayList<String>(Arrays.asList((String)""Mercury"", (String)""Venus"", (String)""Earth"", (String)""Mars"", (String)""Jupiter"", (String)""Saturn"", (String)""Uranus"", (String)""Neptune""));
        int"," indexPlanet1 = planets.indexOf(planet1);
        int indexPlanet2 = planets.indexOf(planet2);
        int indexMin = 0;
        int indexMax = 0;
        if (indexPlanet1 >= 0 && indexPlanet2 >= 0) {
            if (indexPlanet1 < indexPlanet2) {
                indexMin = indexPlanet1;
                indexMax = indexPlanet2;
            } else {
                indexMin = indexPlanet2;
                indexMax = indexPlanet1;
            }
            ArrayList<String> planetsInBetween = new ArrayList<String>();
            for (int i = indexMin + 1; i < indexMax; i++) {
                planetsInBetween.add(planets.get(i));
            }
            return planetsInBetween;
        } else {
            return new ArrayList<String>();
        }"
25,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Write a function that accepts an array array list of strings as a parameter,
    // deletes the strings that have odd lengths from it,
    // and returns the resulted array list with a sorted order,
    // The array list is always an array array list of strings and never an array array list of numbers,
    // and it may contain duplicates.
    // The order of the array list should be ascending by length of each word, and you
    // should return the array list sorted by that rule.
    // If two words have the same length, sort the array list alphabetically.
    // The function should return an array array list of strings in sorted order.
    // You may assume that all words will have the same length.
    // For example:
    // >>> listSort((new ArrayList<String>(Arrays.asList((String)""aa"", (String)""a"", (String)""aaa""))))
    // (new ArrayList<String>(Arrays.asList((String)""aa"")))
    // >>> listSort((new ArrayList<String>(Arrays.asList((String)""ab"", (String)""a"", (String)""aaa"", (String)""cd""))))
    // (new ArrayList<String>(Arrays.asList((String)""ab"", (String)""cd"")))
    public static ArrayList<String> sortedListSum(ArrayList<String> lst) {
        // write your code here, you can assume the size of the list is always not zero.
        ArrayList<String> result = new ArrayList<String>();
        for (String s : lst) {
            if (s.length() % 2 == 0) {
                result.add(s);
            }
        }
        Collections.sort(result, new Comparator<String>() {
            @Override
            public int"," compare(String s1, String s2) {
                if (s1.length() == s2.length()) {
                    return s1.compareTo(s2);
                }
                return s1.length() - s2.length();
            }
        });
        return result;"
26,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Return array list of all prefixes from shortest to longest of the input string
    // >>> allPrefixes((""abc""))
    // (new ArrayList<String>(Arrays.asList((String)""a"", (String)""ab"", (String)""abc"")))
    public static ArrayList<String> allPrefixes(String string) {
        ArrayList<String> result = new ArrayList<String>();
        for (int"," i = 0; i < string.length(); i++) {
            result.add(string.substring(0, i + 1));
        }
        return result;"
27,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // I think we all remember that feeling when the result of some long-awaited
    // event is finally known. The feelings and thoughts you have at that moment are
    // definitely worth noting down and comparing.
    // Your task is to determine if a person correctly guessed the results of a number of matches.
    // You are given two array array lists of scores and guesses of equal length, where each index shows a match. 
    // Return an array array list of the same length denoting how far off each guess was. If they have guessed correctly,
    // the value is 0, and if not, the value is the absolute difference between the guess and the score.
    // example:
    // >>> compare((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l, (long)4l, (long)5l, (long)1l))), (new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l, (long)4l, (long)2l, (long)-2l))))
    // (new ArrayList<Long>(Arrays.asList((long)0l, (long)0l, (long)0l, (long)0l, (long)3l, (long)3l)))
    // >>> compare((new ArrayList<Long>(Arrays.asList((long)0l, (long)5l, (long)0l, (long)0l, (long)0l, (long)4l))), (new ArrayList<Long>(Arrays.asList((long)4l, (long)1l, (long)1l, (long)0l, (long)0l, (long)-2l))))
    // (new ArrayList<Long>(Arrays.asList((long)4l, (long)4l, (long)1l, (long)0l, (long)0l, (long)6l)))
    public static ArrayList<Long> compare(ArrayList<Long> game, ArrayList<Long> guess) {
        // code here
        ArrayList<Long> result = new ArrayList<Long>();
        for (int"," i = 0; i < game.size(); i++) {
            if (game.get(i) != guess.get(i)) {
                result.add(Math.abs(game.get(i) - guess.get(i)));
            } else {
                result.add((long)0);
            }
        }
        return result;"
28,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // You will be given the name of a class (a string) and an array array list of extensions.
    // The extensions are to be used to load additional classes to the class. The
    // strength of the extension is as follows: Let CAP be the number of the uppercase
    // letters in the extension's name, and let SM be the number of lowercase letters 
    // in the extension's name, the strength is given by the fraction CAP - SM. 
    // You should find the strongest extension and return a string in this 
    // format: ClassName.StrongestExtensionName.
    // If there are two or more extensions with the same strength, you should
    // choose the one that comes first in the array list.
    // For example, if you are given ""Slices"" as the class and an array array list of the
    // extensions: ['SErviNGSliCes', 'Cheese', 'StuFfed'] then you should
    // return 'Slices.SErviNGSliCes' since 'SErviNGSliCes' is the strongest extension 
    // (its strength is -1).
    // Example:
    // >>> StrongestExtension((""my_class""), (new ArrayList<String>(Arrays.asList((String)""AA"", (String)""Be"", (String)""CC""))))
    // (""my_class.AA"")
    public static String StrongestExtension(String class_name, ArrayList<String> extensions) {
        // >>> YOUR CODE HERE <<<
        if (extensions.size() == 0) {
            return class_name;
        }
        int"," strength = Integer.MIN_VALUE;
        String strongest = """";
        for (String s : extensions) {
            int cap = (int)s.chars().filter(c -> Character.isUpperCase(c)).count();
            int sm = (int)s.chars().filter(c -> Character.isLowerCase(c)).count();
            int diff = cap - sm;
            if (diff > strength) {
                strength = diff;
                strongest = s;
            }
        }
        return class_name + ""."" + strongest;"
29,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // You are given 2 words. You need to return true if the second word or any of its rotations is a substring in the first word
    // >>> cycpatternCheck((""abcd""), (""abd""))
    // (false)
    // >>> cycpatternCheck((""hello""), (""ell""))
    // (true)
    // >>> cycpatternCheck((""whassup""), (""psus""))
    // (false)
    // >>> cycpatternCheck((""abab""), (""baa""))
    // (true)
    // >>> cycpatternCheck((""efef""), (""eeff""))
    // (false)
    // >>> cycpatternCheck((""himenss""), (""simen""))
    // (true)
    public static boolean cycpatternCheck(String a, String b) {
        int"," len = b.length();
        boolean found = false;
        for (int i = 0; i < len; i++) {
            b = b.substring(1) + b.charAt(0);
            found = a.contains(b);
            if (found) break;
        }
        return found;"
30,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Given a positive integer, obtain its roman numeral equivalent as a string,
    // and return it in lowercase.
    // Restrictions: 1 <= num <= 1000
    // Examples:
    // >>> intToMiniRoman((19l))
    // (""xix"")
    // >>> intToMiniRoman((152l))
    // (""clii"")
    // >>> intToMiniRoman((426l))
    // (""cdxxvi"")
    public static String intToMiniRoman(long number) {
        int"," num = (int) number;
        String res = """";
        if (num == 0)
            return """";
        while (num >= 1000) {
            res += ""m"";
            num -= 1000;
        }
        if (num >= 900) {
            res += ""cm"";
            num -= 900;
        }
        if (num >= 500) {
            res += ""d"";
            num -= 500;
        }
        if (num >= 400) {
            res += ""cd"";
            num -= 400;
        }
        while (num >= 100) {
            res += ""c"";
            num -= 100;
        }
        if (num >= 90) {
            res += ""xc"";
            num -= 90;
        }
        if (num >= 50) {
            res += ""l"";
            num -= 50;
        }
        if (num >= 40) {
            res += ""xl"";
            num -= 40;
        }
        while (num >= 10) {
            res += ""x"";
            num -= 10;
        }
        if (num >= 9) {
            res += ""ix"";
            num -= 9;
        }
        if (num >= 5) {
            res += ""v"";
            num -= 5;
        }
        if (num >= 4) {
            res += ""iv"";
            num -= 4;
        }
        while (num >= 1) {
            res += ""i"";
            num -= 1;
        }
        return res;"
31,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Write a function that accepts an array array list of strings.
    // The array list contains different words. Return the word with maximum number
    // of unique characters. If multiple strings have maximum number of unique
    // characters, return the one which comes first in lexicographical order.
    // >>> findMax((new ArrayList<String>(Arrays.asList((String)""name"", (String)""of"", (String)""string""))))
    // (""string"")
    // >>> findMax((new ArrayList<String>(Arrays.asList((String)""name"", (String)""enam"", (String)""game""))))
    // (""enam"")
    // >>> findMax((new ArrayList<String>(Arrays.asList((String)""aaaaaaa"", (String)""bb"", (String)""cc""))))
    // (""aaaaaaa"")
    public static String findMax(ArrayList<String> words) {
        Map<String, Integer> wordsToUniqueCharacters = new HashMap<String, Integer>();
        for (String word : words) {
            Set<Character> uniqueCharacters = new HashSet<Character>();
            for (char c : word.toCharArray()) {
                uniqueCharacters.add(c);
            }
            wordsToUniqueCharacters.put(word, uniqueCharacters.size());
        }
        words.sort(new Comparator<String>() {
            @Override
            public int"," compare(String o1, String o2) {
                int compareResult = wordsToUniqueCharacters.get(o2).compareTo(wordsToUniqueCharacters.get(o1));
                if (compareResult == 0) {
                    return o1.compareTo(o2);
                }
                return compareResult;
            }
        });
        return words.get(0);"
32,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Given two array lists operator, and operand. The first array list has basic algebra operations, and 
    // the second array list is an array array list of integers. Use the two given array lists to build the algebric 
    // expression and return the evaluation of this expression.
    // The basic algebra operations:
    // Addition ( + ) 
    // Subtraction ( - ) 
    // Multiplication ( * ) 
    // Floor division ( // ) 
    // Exponentiation ( ** ) 
    // Example:
    // operator['+', '*', '-']
    // array array list = [2, 3, 4, 5]
    // result = 2 + 3 * 4 - 5
    // => result = 9
    // Note:
    // The length of operator array list is equal to the length of operand array list minus one.
    // Operand is an array array list of of non-negative integers.
    // Operator array list has at least one operator, and operand array list has at least two operands.
    public static long doAlgebra(ArrayList<String> op, ArrayList<Long> operand) {
        ArrayList<Long> list = new ArrayList<>();
        list.add(operand.get(0));
        for (int"," i = 0; i < op.size(); i++) {
            if (op.get(i).equals(""+""))
                list.add(operand.get(i + 1));
            else if (op.get(i).equals(""-""))
                list.add(-operand.get(i + 1));
            else if (op.get(i).equals(""*""))
                list.set(list.size() - 1, list.get(list.size() - 1) * operand.get(i + 1));
            else if (op.get(i).equals(""//""))
                list.set(list.size() - 1, list.get(list.size() - 1) / operand.get(i + 1));
            else if (op.get(i).equals(""**""))
                list.set(list.size() - 1, (long) Math.pow(list.get(list.size() - 1), operand.get(i + 1)));
        }
        return list.stream().mapToLong(x -> x).sum();"
33,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // You are given a string s.
    // if s[i] is a letter, reverse its case from lower to upper or vise versa, 
    // otherwise keep it as it is.
    // If the string contains no letters, reverse the string.
    // The function should return the resulted string.
    // Examples
    // >>> solve((""1234""))
    // (""4321"")
    // >>> solve((""ab""))
    // (""AB"")
    // >>> solve((""#a@C""))
    // (""#A@c"")
    public static String solve(String s) {
        boolean letterNotFound = true;
        StringBuilder sb = new StringBuilder();
        if (s.length() == 0) return s;
        for (int"," i = 0; i < s.length(); i++) {
            if (Character.isLetter(s.charAt(i))) {
                letterNotFound = false;
                if (Character.isUpperCase(s.charAt(i))) {
                    sb.append(Character.toLowerCase(s.charAt(i)));
                } else {
                    sb.append(Character.toUpperCase(s.charAt(i)));
                }
            } else {
                sb.append(s.charAt(i));
            }
        }
        if (letterNotFound) {
            return sb.reverse().toString();
        }
        return sb.toString();"
34,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Given a string, find out how many distinct characters (regardless of case) does it consist of
    // >>> countDistinctCharacters((""xyzXYZ""))
    // (3l)
    // >>> countDistinctCharacters((""Jerry""))
    // (4l)
    public static long countDistinctCharacters(String string) {
        long result = 0;
        string = string.toLowerCase();
        Set<Character> set = new HashSet<Character>();
        for (int"," i = 0; i < string.length(); i++) {
            char c = string.charAt(i);
            set.add(c);
        }
        result = set.size();
        return result;"
35,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Input to this function is a string representing musical notes in a special ASCII format.
    // Your task is to parse this string and return array list of integers corresponding to how many beats does each
    // not last.
    // Here is a legend:
    // 'o' - whole note, lasts four beats
    // 'o|' - half note, lasts two beats
    // '.|' - quater note, lasts one beat
    // >>> parseMusic((""o o| .| o| o| .| .| .| .| o o""))
    // (new ArrayList<Long>(Arrays.asList((long)4l, (long)2l, (long)1l, (long)2l, (long)2l, (long)1l, (long)1l, (long)1l, (long)1l, (long)4l, (long)4l)))
    public static ArrayList<Long> parseMusic(String music_string) {
        ArrayList<Long> res = new ArrayList<Long>();
        char[] chars = music_string.toCharArray();
        for (int"," i = 0; i < chars.length; i++) {
            if (chars[i] == 'o') {
                if (i + 1 < chars.length && chars[i + 1] == '|') {
                    res.add((long)2l);
                    i += 1;
                } else {
                    res.add((long)4l);
                }
            } else if (chars[i] == '.') {
                if (i + 1 < chars.length && chars[i + 1] == '|') {
                    res.add((long)1l);
                    i += 1;
                }
            }
        }
        return res;"
36,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Find how many times a given substring can be found in the original string. Count overlaping cases.
    // >>> howManyTimes((""""), (""a""))
    // (0l)
    // >>> howManyTimes((""aaa""), (""a""))
    // (3l)
    // >>> howManyTimes((""aaaa""), (""aa""))
    // (3l)
    public static long howManyTimes(String string, String substring) {
        long count = 0;
        int"," index = 0;
        while (index != -1) {
            index = string.indexOf(substring, index);
            if (index != -1) {
                index++;
                count++;
            }
        }
        return count;"
37,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Input is a space-delimited string of numberals from 'zero' to 'nine'.
    // Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    // Return the string with numbers sorted from smallest to largest
    // >>> sortNumbers((""three one five""))
    // (""one three five"")
    public static String sortNumbers(String numbers) {
        String [] nums = {""zero"", ""one"", ""two"", ""three"", ""four"", ""five"", ""six"", ""seven"", ""eight"", ""nine""};
        HashMap<String, Integer> indexMap = new HashMap<>();
        for (int"," i = 0; i < nums.length; i++) {
            indexMap.put(nums[i], i);
        }
        String [] split = numbers.split("" "");
        Arrays.sort(split, new Comparator<String>() {
            @Override
            public int compare(String s1, String s2) {
                return indexMap.get(s1) - indexMap.get(s2);
            }
        });
        return String.join("" "", split);"
38,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    // separate those group into separate strings and return the array list of those.
    // Separate groups are balanced (each open brace is properly closed) and not nested within each other
    // Ignore any spaces in the input string.
    // >>> separateParenGroups((""( ) (( )) (( )( ))""))
    // (new ArrayList<String>(Arrays.asList((String)""()"", (String)""(())"", (String)""(()())"")))
    public static ArrayList<String> separateParenGroups(String paren_string) {
		ArrayList<String> output = new ArrayList<String>();
		StringBuffer temp = new StringBuffer();
		int"," open_paren = 0;
		for (int i = 0; i < paren_string.length(); i++) {
			char c = paren_string.charAt(i);
			if (c == '(') {
				if (open_paren == 0) {
					temp = new StringBuffer();
				}
				open_paren++;
				temp.append(c);
			} else if (c == ')') {
				open_paren--;
				temp.append(c);
				if (open_paren == 0) {
					output.add(temp.toString());
				}
			}
		}
		return output;"
39,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // From an array array list of integers, remove all elements that occur more than once.
    // Keep order of elements left the same as in the input.
    // >>> removeDuplicates((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l, (long)2l, (long)4l))))
    // (new ArrayList<Long>(Arrays.asList((long)1l, (long)3l, (long)4l)))
    public static ArrayList<Long> removeDuplicates(ArrayList<Long> numbers) {
        HashMap<Long, Long> hashmap = new HashMap<Long, Long>();
        for (int"," i = 0; i < numbers.size(); i++) {
            Long key = numbers.get(i);
            if (hashmap.containsKey(key)) {
                hashmap.put(key, hashmap.get(key) + 1);
            } else {
                hashmap.put(key, 1L);
            }
        }
        ArrayList<Long> out = new ArrayList<Long>();
        for (int i = 0; i < numbers.size(); i++) {
            Long key = numbers.get(i);
            if (hashmap.get(key) == 1) {
                out.add(key);
            }
        }
        return out;"
40,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    // >>> flipCase((""Hello""))
    // (""hELLO"")
    public static String flipCase(String string) {
        String answer = """";
        for (int"," i = 0; i < string.length(); i++) {
            if (Character.isLowerCase(string.charAt(i))) {
                answer += Character.toUpperCase(string.charAt(i));
            } else {
                answer += Character.toLowerCase(string.charAt(i));
            }
        }
        return answer;"
41,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Given a positive floating point"," number, it can be decomposed into
    // and integer part (largest integer smaller than given number) and decimals
    // (leftover part always smaller than 1).
    // Return the decimal part of the number.
    // >>> truncateNumber((3.5f))
    // (0.5f)
    public static float truncateNumber(float number) {
        return (number - (int)number);"
42,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // This function takes an array array list l and returns an array array list l' such that
    // l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    // to the values of the corresponding indicies of l, but sorted.
    // >>> sortThird((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l))))
    // (new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l)))
    // >>> sortThird((new ArrayList<Long>(Arrays.asList((long)5l, (long)6l, (long)3l, (long)4l, (long)8l, (long)9l, (long)2l))))
    // (new ArrayList<Long>(Arrays.asList((long)2l, (long)6l, (long)3l, (long)4l, (long)8l, (long)9l, (long)5l)))
    public static ArrayList<Long> sortThird(ArrayList<Long> l) {
        ArrayList<Long> l_r = new ArrayList<Long>();
        ArrayList<Long> l_e = new ArrayList<Long>();
        ArrayList<Long> l_s = new ArrayList<Long>();
        for (int"," i = 0; i < l.size(); i++) {
            if (i % 3 == 0) {
                l_e.add(l.get(i));
            } else {
                l_r.add(l.get(i));
            }
        }
        for (int i = 0; i < l_e.size(); i++) {
            long min = l_e.get(i);
            for (int j = i; j < l_e.size(); j++) {
                if (l_e.get(j) < min) {
                    min = l_e.get(j);
                    l_e.set(j, l_e.get(i));
                    l_e.set(i, min);
                }
            }
        }
        int j = 0;
        for (int i = 0; i < l.size(); i++) {
            if (i % 3 == 0) {
                l_s.add(l_e.get(j));
                j++;
            } else {
                l_s.add(l_r.get(i - j));
            }
        }
        return l_s;"
43,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Return maximum element in the array list.
    // >>> maxElement((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l))))
    // (3l)
    // >>> maxElement((new ArrayList<Long>(Arrays.asList((long)5l, (long)3l, (long)-5l, (long)2l, (long)-3l, (long)3l, (long)9l, (long)0l, (long)123l, (long)1l, (long)-10l))))
    // (123l)
    public static long maxElement(ArrayList<Long> l) {
        Long max = Long.MIN_VALUE;
        for (int"," i = 0; i < l.size(); i += 1) {
            if (l.get(i) > max) {
                max = l.get(i);
            }
        }
        return max;"
44,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    // >>> fizzBuzz((50l))
    // (0l)
    // >>> fizzBuzz((78l))
    // (2l)
    // >>> fizzBuzz((79l))
    // (3l)
    public static long fizzBuzz(long n) {
        long res = 0;
        for (long i = 0; i < n; i++) {
            if (i % 11 == 0 || i % 13 == 0) {
                String s = String.valueOf(i);
                for (int"," j = 0; j < s.length(); j++) {
                    if (s.charAt(j) == '7') {
                        res++;
                    }
                }
            }
        }
        return res;"
45,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // This function takes an array array list l and returns an array array list l' such that
    // l' is identical to l in the odd indicies, while its values at the even indicies are equal
    // to the values of the even indicies of l, but sorted.
    // >>> sortEven((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l))))
    // (new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l)))
    // >>> sortEven((new ArrayList<Long>(Arrays.asList((long)5l, (long)6l, (long)3l, (long)4l))))
    // (new ArrayList<Long>(Arrays.asList((long)3l, (long)6l, (long)5l, (long)4l)))
    public static ArrayList<Long> sortEven(ArrayList<Long> l) {
        // Input: A sequence of real numbers l
        // Output: A sequence of real numbers l' such that
        // l' is identical to l in the odd indicies, while its values at the even indicies are equal
        // to the values of the even indicies of l, but sorted.
        ArrayList<Long> res = new ArrayList<Long>();
        ArrayList<Long> evenIndexed = new ArrayList<Long>();
        int"," index = 0;
        for (Long num : l) {
            if (index % 2 == 0) {
                evenIndexed.add(num);
            }
            index++;
        }
        Collections.sort(evenIndexed);
        index = 0;
        for (Long num : l) {
            if (index % 2 == 0) {
                res.add(evenIndexed.get(0));
                evenIndexed.remove(0);
            } else {
                res.add(num);
            }
            index++;
        }
        return res;"
46,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // You're given an array array list of deposit and withdrawal operations on a bank account that starts with
    // zero balance. Your task is to detect if at any point"," the balance of account fallls below zero, and
    // at that point function should return true. Otherwise it should return false.
    // >>> belowZero((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l))))
    // (false)
    // >>> belowZero((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)-4l, (long)5l))))
    // (true)
    public static boolean belowZero(ArrayList<Long> operations) {
        long balance = 0;
        for (long op : operations) {
            balance += op;
            if (balance < 0) {
                return true;
            }
        }
        return false;"
47,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // triples_sum_to_zero takes an array array list of integers as an input.
    // it returns true if there are three distinct elements in the array list that
    // sum to zero, and false otherwise.
    // >>> triplesSumToZero((new ArrayList<Long>(Arrays.asList((long)1l, (long)3l, (long)5l, (long)0l))))
    // (false)
    // >>> triplesSumToZero((new ArrayList<Long>(Arrays.asList((long)1l, (long)3l, (long)-2l, (long)1l))))
    // (true)
    // >>> triplesSumToZero((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l, (long)7l))))
    // (false)
    // >>> triplesSumToZero((new ArrayList<Long>(Arrays.asList((long)2l, (long)4l, (long)-5l, (long)3l, (long)9l, (long)7l))))
    // (true)
    // >>> triplesSumToZero((new ArrayList<Long>(Arrays.asList((long)1l))))
    // (false)
    public static boolean triplesSumToZero(ArrayList<Long> l) {
        if (l.size() < 3) {
            return false;
        }
        // copy list l into a new list of longs
        ArrayList<Long> sortedList = new ArrayList<Long>(l);
        // sort the new list of longs using Collections.sort()
        Collections.sort(sortedList);
        for (int"," i = 0; i < sortedList.size() - 2; i++) {
            int j = i + 1;
            int k = sortedList.size() - 1;
            while (j < k) {
                long currSum = sortedList.get(i) + sortedList.get(j) + sortedList.get(k);
                if (currSum == 0) {
                    return true;
                } else if (currSum < 0) {
                    j++;
                } else {
                    k--;
                }
            }
        }
        return false;"
48,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // Return array list with elements incremented by 1.
    // >>> incrList((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l))))
    // (new ArrayList<Long>(Arrays.asList((long)2l, (long)3l, (long)4l)))
    // >>> incrList((new ArrayList<Long>(Arrays.asList((long)5l, (long)3l, (long)5l, (long)2l, (long)3l, (long)3l, (long)9l, (long)0l, (long)123l))))
    // (new ArrayList<Long>(Arrays.asList((long)6l, (long)4l, (long)6l, (long)3l, (long)4l, (long)4l, (long)10l, (long)1l, (long)124l)))
    public static ArrayList<Long> incrList(ArrayList<Long> l) {
        for (int"," i = 0; i < l.size(); i++) {
            l.set(i, l.get(i) + 1l);
        }
        return l;"
49,"import java.util.*;
import java.lang.reflect.*;
import org.javatuples.*;
import java.security.*;
import java.math.*;
import java.io.*;
import java.util.stream.*;
class Problem {
    // pairs_sum_to_zero takes an array array list of integers as an input.
    // it returns true if there are two distinct elements in the array list that
    // sum to zero, and false otherwise.
    // >>> pairsSumToZero((new ArrayList<Long>(Arrays.asList((long)1l, (long)3l, (long)5l, (long)0l))))
    // (false)
    // >>> pairsSumToZero((new ArrayList<Long>(Arrays.asList((long)1l, (long)3l, (long)-2l, (long)1l))))
    // (false)
    // >>> pairsSumToZero((new ArrayList<Long>(Arrays.asList((long)1l, (long)2l, (long)3l, (long)7l))))
    // (false)
    // >>> pairsSumToZero((new ArrayList<Long>(Arrays.asList((long)2l, (long)4l, (long)-5l, (long)3l, (long)5l, (long)7l))))
    // (true)
    // >>> pairsSumToZero((new ArrayList<Long>(Arrays.asList((long)1l))))
    // (false)
    public static boolean pairsSumToZero(ArrayList<Long> l) {
        for (int"," i = 0; i < l.size(); i++) {
            for (int j = i + 1; j < l.size(); j++) {
                if (l.get(i) + l.get(j) == 0) {
                    return true;
                }
            }
        }
        return false;"
